PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
412,1914011416,11.60698509216309,-9.46013736724854,98.85068511962891,3.52134799957275,2.57128262519836,10.09856414794922,21.79947853088379,-2.48278880119324,4.97803878784180
413,1914019749,11.74685478210449,-9.52529716491699,98.89384460449219,3.62963175773621,2.51430416107178,10.17231655120850,19.38338661193848,-6.34144639968872,5.78084039688110
414,1914028082,11.86985778808594,-9.62610149383545,98.93283081054688,3.62874937057495,2.38762259483337,10.19801998138428,17.29997634887695,-10.64299964904785,6.18795347213745
415,1914036415,11.97886562347412,-9.79815673828125,98.96922302246094,3.71088004112244,2.33169245719910,10.20027828216553,15.13283252716064,-15.01821994781494,7.09034347534180
416,1914044748,12.07348155975342,-9.99410057067871,99.00413513183594,3.79939293861389,2.27463102340698,10.21716117858887,13.37356948852539,-17.74760055541992,7.53587770462036
417,1914053081,12.15097713470459,-10.17443466186523,99.03166198730469,3.80615544319153,2.19920277595520,10.25512790679932,11.60997772216797,-20.17303848266602,6.91693496704102
418,1914061414,12.23378467559814,-10.39114665985107,99.04476928710938,3.77391839027405,2.12653470039368,10.15962505340576,11.50395870208740,-20.57282447814941,5.58033180236816
419,1914069747,12.31103324890137,-10.55719852447510,99.05130004882812,3.65223598480225,2.18836450576782,10.12162208557129,11.13857173919678,-18.99406433105469,4.18248605728149
420,1914078080,12.39498138427734,-10.69891643524170,99.04243469238281,3.52085971832275,2.15011143684387,10.22658634185791,11.62139797210693,-16.55299758911133,1.81403911113739
421,1914086413,12.49145507812500,-10.85573291778564,99.01007080078125,3.43422651290894,2.10850667953491,10.45937824249268,12.11091327667236,-14.53508281707764,-1.12103283405304
422,1914094746,12.59890556335449,-10.99005603790283,98.95782470703125,3.34286928176880,2.03228735923767,10.78237152099609,12.98415565490723,-12.36110115051270,-3.97510004043579
423,1914103079,12.71718597412109,-11.06933593750000,98.88416290283203,3.29360556602478,1.97408139705658,11.10639286041260,14.21773624420166,-10.84776020050049,-7.18553733825684
424,1914111412,12.85220432281494,-11.16488170623779,98.78601837158203,3.20626425743103,2.02273344993591,11.35621070861816,15.23154735565186,-8.98368358612061,-10.21703433990479
425,1914119745,12.99668693542480,-11.18940830230713,98.66477966308594,2.96934890747070,2.20513963699341,11.57156467437744,16.22740554809570,-5.71374464035034,-14.05945491790771
426,1914128078,13.15762805938721,-11.16567897796631,98.51701354980469,2.65207791328430,2.36483097076416,11.81808376312256,17.60161209106445,-0.84862565994263,-18.39620399475098
427,1914136411,13.34728527069092,-11.12628459930420,98.34233856201172,2.24487447738647,2.59735345840454,12.12821006774902,20.00059509277344,4.67858457565308,-22.62394523620605
428,1914144744,13.55465412139893,-11.04729366302490,98.14215850830078,1.80230724811554,2.83214235305786,12.43481731414795,21.58963394165039,8.43105030059814,-26.65204811096191
429,1914153077,13.75895690917969,-10.92351245880127,97.90315246582031,1.44279563426971,3.04772758483887,12.58791828155518,20.75104141235352,8.15399456024170,-31.67461585998535
430,1914161410,13.90917301177979,-10.94439411163330,97.57118988037109,0.60953813791275,3.40013146400452,12.59219169616699,11.76743984222412,-7.24737977981567,-38.89232635498047
431,1914169743,14.04099369049072,-10.99545383453369,97.29662322998047,-0.06090903282166,2.95601439476013,12.70295047760010,11.24193286895752,-13.38076305389404,-30.71777915954590
432,1914178076,14.17416095733643,-11.03626155853271,97.12605285644531,-0.22116385400295,3.10433149337769,12.43782329559326,13.77825260162354,-9.29961204528809,-19.09816551208496
433,1914186409,14.24512100219727,-11.22377777099609,96.93064117431641,-1.04337453842163,3.07450628280640,11.79336357116699,5.23315858840942,-23.17918205261230,-18.25379180908203
434,1914194742,14.25752162933350,-11.51263618469238,96.82472229003906,-1.21097087860107,2.69305777549744,11.47132682800293,0.25367084145546,-32.75899887084961,-4.94567823410034
435,1914203075,14.23786067962646,-11.87752342224121,96.77531433105469,-1.08160817623138,2.10148096084595,10.92945003509521,-1.87555420398712,-43.47662353515625,4.34217071533203
436,1914211408,14.20635700225830,-12.31668758392334,96.77117156982422,-0.74354243278503,1.64036726951599,9.98472499847412,-2.55115771293640,-47.67618179321289,11.14332962036133
437,1914219741,14.15710449218750,-12.75890445709229,96.81930541992188,-0.26896387338638,0.97993183135986,9.13861846923828,-2.97461390495300,-49.66980743408203,17.66091537475586
438,1914228074,14.08621311187744,-13.21242713928223,96.88916015625000,0.22807680070400,0.51044052839279,8.28443431854248,-4.92883253097534,-50.41084289550781,20.39227676391602
439,1914236407,13.99662494659424,-13.66353130340576,96.96657562255859,0.63536775112152,0.06887347251177,7.61093807220459,-7.13411998748779,-47.05379486083984,20.61655044555664
440,1914244740,13.88473033905029,-14.06820106506348,97.02629852294922,0.98229914903641,-0.19309879839420,7.13384962081909,-10.07417488098145,-42.37122726440430,17.17070388793945
441,1914253073,13.75344371795654,-14.36434555053711,97.05902862548828,1.19651067256927,-0.24740274250507,6.87379312515259,-13.11276340484619,-33.18978881835938,11.37681961059570
442,1914261406,13.61323928833008,-14.55939579010010,97.05810546875000,1.23561227321625,-0.08049224317074,6.75218915939331,-15.03389835357666,-19.76943397521973,4.14009475708008
443,1914269739,13.47529697418213,-14.59781837463379,97.02648925781250,1.13717186450958,0.30914670228958,7.05613470077515,-15.83182907104492,-4.92615604400635,-3.29890894889832
444,1914278072,13.37803363800049,-14.47945117950439,96.96775817871094,1.05875682830811,0.89565968513489,7.90090274810791,-11.75683498382568,12.62832164764404,-10.74107742309570
445,1914286405,13.31209754943848,-14.30255413055420,96.88117218017578,0.72519367933273,1.67065954208374,8.61440658569336,-8.55153656005859,21.26853942871094,-15.98763561248779
446,1914294738,13.27135276794434,-14.08755111694336,96.78980255126953,0.39045524597168,2.35894179344177,9.02620029449463,-5.57130575180054,25.43650817871094,-17.55170822143555
